Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
6,44,Yes,7,3,1,7.333333333333333,0.5,0.8571428571428571,13.621371043387192,3.0,0.13636363636363635,4.888888888888889,8.5,2.0,53.196835
1,65,No,8,2,0,65.0,2.0,0.125,5.545177444479562,1.0,0.015384615384615385,21.666666666666668,3.0,4.0,55.695324
5,47,No,4,9,0,9.4,1.8,1.25,7.16703787691222,5.0,0.10638297872340426,3.357142857142857,14.0,0.6666666666666666,43.431377
5,95,No,9,1,0,19.0,0.2,0.5555555555555556,16.125835223052494,5.0,0.05263157894736842,15.833333333333334,6.0,1.5,59.54498
2,80,Yes,5,0,1,40.0,0.0,0.4,5.493061443340547,1.0,0.025,40.0,1.5,3.3333333333333335,57.46403
3,95,Yes,5,1,1,31.666666666666668,0.3333333333333333,0.6,6.931471805599453,1.5,0.031578947368421054,23.75,3.5,2.5,59.360752
7,75,No,8,1,0,10.714285714285714,0.14285714285714285,0.875,16.635532333438686,7.0,0.09333333333333334,9.375,8.0,1.0,61.525196
8,55,Yes,5,9,1,6.875,1.125,1.6,10.986122886681098,4.0,0.14545454545454545,3.235294117647059,16.5,1.1111111111111112,64.85219
3,75,Yes,5,7,1,25.0,2.3333333333333335,0.6,6.931471805599453,1.5,0.04,7.5,9.5,2.5,53.00356
5,53,No,8,8,0,10.6,1.6,0.625,14.33407575382444,5.0,0.09433962264150944,4.076923076923077,13.0,1.3333333333333333,52.878773
5,95,Yes,8,1,1,19.0,0.2,0.625,14.33407575382444,2.5,0.05263157894736842,15.833333333333334,5.5,2.6666666666666665,59.29263
9,84,Yes,8,8,1,9.333333333333334,0.8888888888888888,1.125,18.420680743952367,4.5,0.10714285714285714,4.9411764705882355,16.5,1.6,74.67683
9,72,No,7,6,0,8.0,0.6666666666666666,1.2857142857142858,16.11809565095832,9.0,0.125,4.8,15.0,0.7,73.09795
6,55,Yes,6,6,1,9.166666666666666,1.0,1.0,11.675460894331879,3.0,0.10909090909090909,4.583333333333333,11.5,1.7142857142857142,57.003803
8,45,No,4,8,0,5.625,1.0,2.0,8.788898309344878,8.0,0.17777777777777778,2.8125,16.0,0.4444444444444444,58.462925
3,42,No,9,3,0,14.0,1.0,0.3333333333333333,12.476649250079015,3.0,0.07142857142857142,7.0,6.0,2.25,36.529953
8,51,Yes,6,8,1,6.375,1.0,1.3333333333333333,13.183347464017316,4.0,0.1568627450980392,3.1875,15.5,1.3333333333333333,64.62316
2,72,No,9,1,0,36.0,0.5,0.2222222222222222,9.887510598012986,2.0,0.027777777777777776,24.0,3.0,3.0,47.44651
8,70,No,8,3,0,8.75,0.375,1.0,17.577796618689757,8.0,0.11428571428571428,6.363636363636363,11.0,0.8888888888888888,67.456215
7,66,Yes,8,7,1,9.428571428571429,1.0,0.875,16.635532333438686,3.5,0.10606060606060606,4.714285714285714,13.5,2.0,65.0373
9,41,Yes,8,5,1,4.555555555555555,0.5555555555555556,1.125,18.420680743952367,4.5,0.21951219512195122,2.9285714285714284,13.5,1.6,66.21624
7,51,Yes,8,5,1,7.285714285714286,0.7142857142857143,0.875,16.635532333438686,3.5,0.13725490196078433,4.25,11.5,2.0,60.805965
5,61,No,7,0,0,12.2,0.0,0.7142857142857143,12.542316284596385,5.0,0.08196721311475409,12.2,5.0,1.1666666666666667,46.8667
6,76,No,8,2,0,12.666666666666666,0.3333333333333333,0.75,15.567281192442506,6.0,0.07894736842105263,9.5,8.0,1.1428571428571428,58.072422
1,71,Yes,6,5,1,71.0,5.0,0.16666666666666666,4.1588830833596715,0.5,0.014084507042253521,11.833333333333334,5.5,6.0,52.56374
2,63,Yes,9,4,1,31.5,2.0,0.2222222222222222,9.887510598012986,1.0,0.031746031746031744,10.5,5.5,6.0,33.142933
4,92,No,8,2,0,23.0,0.5,0.5,12.875503299472802,4.0,0.043478260869565216,15.333333333333334,6.0,1.6,54.52093
6,82,No,4,6,0,13.666666666666666,1.0,1.5,7.783640596221253,6.0,0.07317073170731707,6.833333333333333,12.0,0.5714285714285714,52.93569
6,57,No,9,2,0,9.5,0.3333333333333333,0.6666666666666666,17.51319134149782,6.0,0.10526315789473684,7.125,8.0,1.2857142857142858,56.93697
4,66,No,8,6,0,16.5,1.5,0.5,12.875503299472802,4.0,0.06060606060606061,6.6,10.0,1.6,49.295307
8,55,No,5,1,0,6.875,0.125,1.6,10.986122886681098,8.0,0.14545454545454545,6.111111111111111,9.0,0.5555555555555556,55.52956
9,57,Yes,4,8,1,6.333333333333333,0.8888888888888888,2.25,9.210340371976184,4.5,0.15789473684210525,3.3529411764705883,16.5,0.8,65.25978
1,42,Yes,8,1,1,42.0,1.0,0.125,5.545177444479562,0.5,0.023809523809523808,21.0,1.5,8.0,16.16309
6,93,No,5,5,0,15.5,0.8333333333333334,1.2,9.729550745276565,6.0,0.06451612903225806,8.454545454545455,11.0,0.7142857142857143,56.54047
6,55,Yes,9,1,1,9.166666666666666,0.16666666666666666,0.6666666666666666,17.51319134149782,3.0,0.10909090909090909,7.857142857142857,6.5,2.5714285714285716,55.02607
6,45,Yes,5,3,1,7.5,0.5,1.2,9.729550745276565,3.0,0.13333333333333333,5.0,8.5,1.4285714285714286,51.936962
7,90,No,8,2,0,12.857142857142858,0.2857142857142857,0.875,16.635532333438686,7.0,0.07777777777777778,10.0,9.0,1.0,64.8343
8,89,Yes,5,8,1,11.125,1.0,1.6,10.986122886681098,4.0,0.0898876404494382,5.5625,15.5,1.1111111111111112,68.59425
7,53,No,9,1,0,7.571428571428571,0.14285714285714285,0.7777777777777778,18.71497387511852,7.0,0.1320754716981132,6.625,8.0,1.125,60.548016
8,86,Yes,5,9,1,10.75,1.125,1.6,10.986122886681098,4.0,0.09302325581395349,5.0588235294117645,16.5,1.1111111111111112,69.1685
5,87,Yes,6,7,1,17.4,1.4,0.8333333333333334,10.75055681536833,2.5,0.05747126436781609,7.25,11.5,2.0,61.193996
6,44,No,9,8,0,7.333333333333333,1.3333333333333333,0.6666666666666666,17.51319134149782,6.0,0.13636363636363635,3.142857142857143,14.0,1.2857142857142858,59.49873
1,71,Yes,6,6,1,71.0,6.0,0.16666666666666666,4.1588830833596715,0.5,0.014084507042253521,10.142857142857142,6.5,6.0,50.13753
6,92,Yes,9,4,1,15.333333333333334,0.6666666666666666,0.6666666666666666,17.51319134149782,3.0,0.06521739130434782,9.2,9.5,2.5714285714285716,64.382645
3,45,Yes,7,4,1,15.0,1.3333333333333333,0.42857142857142855,9.704060527839234,1.5,0.06666666666666667,6.428571428571429,6.5,3.5,38.41299
3,64,Yes,4,7,1,21.333333333333332,2.3333333333333335,0.75,5.545177444479562,1.5,0.046875,6.4,9.5,2.0,50.37797
4,48,No,9,4,0,12.0,1.0,0.4444444444444444,14.484941211906902,4.0,0.08333333333333333,6.0,8.0,1.8,45.193447
6,82,No,6,7,0,13.666666666666666,1.1666666666666667,1.0,11.675460894331879,6.0,0.07317073170731707,6.3076923076923075,13.0,0.8571428571428571,58.548588
4,75,No,6,5,0,18.75,1.25,0.6666666666666666,9.656627474604601,4.0,0.05333333333333334,8.333333333333334,9.0,1.2,47.461983
2,92,No,9,0,0,46.0,0.0,0.2222222222222222,9.887510598012986,2.0,0.021739130434782608,46.0,2.0,3.0,59.058353
9,92,No,5,2,0,10.222222222222221,0.2222222222222222,1.8,11.51292546497023,9.0,0.09782608695652174,8.363636363636363,11.0,0.5,66.01391
2,47,No,8,6,0,23.5,3.0,0.25,8.788898309344876,2.0,0.0425531914893617,5.875,8.0,2.6666666666666665,30.503845
8,88,Yes,5,2,1,11.0,0.25,1.6,10.986122886681098,4.0,0.09090909090909091,8.8,9.5,1.1111111111111112,62.503178
2,66,No,8,6,0,33.0,3.0,0.25,8.788898309344876,2.0,0.030303030303030304,8.25,8.0,2.6666666666666665,41.08577
3,58,Yes,6,1,1,19.333333333333332,0.3333333333333333,0.5,8.317766166719343,1.5,0.05172413793103448,14.5,3.5,3.0,44.164154
1,64,No,6,9,0,64.0,9.0,0.16666666666666666,4.1588830833596715,1.0,0.015625,6.4,10.0,3.0,39.717056
6,60,No,5,2,0,10.0,0.3333333333333333,1.2,9.729550745276565,6.0,0.1,7.5,8.0,0.7142857142857143,47.926495
8,63,Yes,9,5,1,7.875,0.625,0.8888888888888888,19.775021196025975,4.0,0.12698412698412698,4.846153846153846,12.5,2.0,67.2777
9,63,No,9,3,0,7.0,0.3333333333333333,1.0,20.723265836946414,9.0,0.14285714285714285,5.25,12.0,0.9,74.2198
3,99,No,9,0,0,33.0,0.0,0.3333333333333333,12.476649250079015,3.0,0.030303030303030304,33.0,3.0,2.25,57.15945
5,58,Yes,4,5,1,11.6,1.0,1.25,7.16703787691222,2.5,0.08620689655172414,5.8,9.5,1.3333333333333333,52.825176
8,67,No,6,3,0,8.375,0.375,1.3333333333333333,13.183347464017316,8.0,0.11940298507462686,6.090909090909091,11.0,0.6666666666666666,61.802387
3,79,Yes,9,5,1,26.333333333333332,1.6666666666666667,0.3333333333333333,12.476649250079015,1.5,0.0379746835443038,9.875,7.5,4.5,48.29784
6,81,No,9,5,0,13.5,0.8333333333333334,0.6666666666666666,17.51319134149782,6.0,0.07407407407407407,7.363636363636363,11.0,1.2857142857142858,63.8801
1,86,No,7,4,0,86.0,4.0,0.14285714285714285,4.852030263919617,1.0,0.011627906976744186,17.2,5.0,3.5,75.2941
1,52,Yes,9,7,1,52.0,7.0,0.1111111111111111,6.238324625039508,0.5,0.019230769230769232,6.5,7.5,9.0,5.8432713
8,85,Yes,6,3,1,10.625,0.375,1.3333333333333333,13.183347464017316,4.0,0.09411764705882353,7.7272727272727275,10.5,1.3333333333333333,64.397316
6,88,No,6,5,0,14.666666666666666,0.8333333333333334,1.0,11.675460894331879,6.0,0.06818181818181818,8.0,11.0,0.8571428571428571,58.004078
3,90,Yes,5,6,1,30.0,2.0,0.6,6.931471805599453,1.5,0.03333333333333333,10.0,8.5,2.5,58.394886
4,78,No,7,7,0,19.5,1.75,0.5714285714285714,11.266065387038703,4.0,0.05128205128205128,7.090909090909091,11.0,1.4,51.222664
1,47,No,9,0,0,47.0,0.0,0.1111111111111111,6.238324625039508,1.0,0.02127659574468085,47.0,1.0,4.5,39.43822
4,49,No,8,5,0,12.25,1.25,0.5,12.875503299472802,4.0,0.08163265306122448,5.444444444444445,9.0,1.6,44.05762
2,46,No,5,0,0,23.0,0.0,0.4,5.493061443340547,2.0,0.043478260869565216,23.0,2.0,1.6666666666666667,30.821926
1,92,Yes,6,8,1,92.0,8.0,0.16666666666666666,4.1588830833596715,0.5,0.010869565217391304,10.222222222222221,8.5,6.0,68.67673
6,76,Yes,6,4,1,12.666666666666666,0.6666666666666666,1.0,11.675460894331879,3.0,0.07894736842105263,7.6,9.5,1.7142857142857142,59.24399
4,66,No,4,0,0,16.5,0.0,1.0,6.437751649736401,4.0,0.06060606060606061,16.5,4.0,0.8,38.601536
4,96,Yes,7,7,1,24.0,1.75,0.5714285714285714,11.266065387038703,2.0,0.041666666666666664,8.727272727272727,10.5,2.8,60.623142
2,66,Yes,5,0,1,33.0,0.0,0.4,5.493061443340547,1.0,0.030303030303030304,33.0,1.5,3.3333333333333335,49.6668
6,81,Yes,8,5,1,13.5,0.8333333333333334,0.75,15.567281192442506,3.0,0.07407407407407407,7.363636363636363,10.5,2.2857142857142856,62.44694
8,66,No,6,8,0,8.25,1.0,1.3333333333333333,13.183347464017316,8.0,0.12121212121212122,4.125,16.0,0.6666666666666666,66.62299
7,42,No,5,7,0,6.0,1.0,1.4,10.39720770839918,7.0,0.16666666666666666,3.0,14.0,0.625,54.236465
8,67,Yes,5,3,1,8.375,0.375,1.6,10.986122886681098,4.0,0.11940298507462686,6.090909090909091,10.5,1.1111111111111112,60.571186
4,69,No,5,7,0,17.25,1.75,0.8,8.047189562170502,4.0,0.057971014492753624,6.2727272727272725,11.0,1.0,44.88052
8,93,No,9,0,0,11.625,0.0,0.8888888888888888,19.775021196025975,8.0,0.08602150537634409,11.625,8.0,1.0,70.30078
7,68,No,9,6,0,9.714285714285714,0.8571428571428571,0.7777777777777778,18.71497387511852,7.0,0.10294117647058823,5.230769230769231,13.0,1.125,67.54596
9,52,No,5,9,0,5.777777777777778,1.0,1.8,11.51292546497023,9.0,0.17307692307692307,2.888888888888889,18.0,0.5,68.38689
1,42,Yes,6,3,1,42.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.023809523809523808,10.5,3.5,6.0,25.113438
6,41,No,9,8,0,6.833333333333333,1.3333333333333333,0.6666666666666666,17.51319134149782,6.0,0.14634146341463414,2.9285714285714284,14.0,1.2857142857142858,58.941784
8,77,Yes,5,2,1,9.625,0.25,1.6,10.986122886681098,4.0,0.1038961038961039,7.7,9.5,1.1111111111111112,60.971592
9,71,No,5,7,0,7.888888888888889,0.7777777777777778,1.8,11.51292546497023,9.0,0.1267605633802817,4.4375,16.0,0.5,68.64598
4,52,No,9,5,0,13.0,1.25,0.4444444444444444,14.484941211906902,4.0,0.07692307692307693,5.777777777777778,9.0,1.8,46.810993
2,98,No,8,0,0,49.0,0.0,0.25,8.788898309344876,2.0,0.02040816326530612,49.0,2.0,2.6666666666666665,61.74576
1,67,Yes,8,0,1,67.0,0.0,0.125,5.545177444479562,0.5,0.014925373134328358,67.0,0.5,8.0,46.43648
6,99,No,6,4,0,16.5,0.6666666666666666,1.0,11.675460894331879,6.0,0.06060606060606061,9.9,10.0,0.8571428571428571,59.217007
1,96,No,7,1,0,96.0,1.0,0.14285714285714285,4.852030263919617,1.0,0.010416666666666666,48.0,2.0,3.5,93.7116
1,96,Yes,5,6,1,96.0,6.0,0.2,3.4657359027997265,0.5,0.010416666666666666,13.714285714285714,6.5,5.0,84.8861
1,87,No,6,6,0,87.0,6.0,0.16666666666666666,4.1588830833596715,1.0,0.011494252873563218,12.428571428571429,7.0,3.0,72.615105
1,59,Yes,7,9,1,59.0,9.0,0.14285714285714285,4.852030263919617,0.5,0.01694915254237288,5.9,9.5,7.0,22.590862
8,52,No,7,1,0,6.5,0.125,1.1428571428571428,15.380572041353537,8.0,0.15384615384615385,5.777777777777778,9.0,0.7777777777777778,60.347965
3,86,No,4,8,0,28.666666666666668,2.6666666666666665,0.75,5.545177444479562,3.0,0.03488372093023256,7.818181818181818,11.0,1.0,46.4463
2,83,Yes,4,5,1,41.5,2.5,0.5,4.394449154672438,1.0,0.024096385542168676,11.857142857142858,6.5,2.6666666666666665,60.01031
1,53,Yes,7,5,1,53.0,5.0,0.14285714285714285,4.852030263919617,0.5,0.018867924528301886,8.833333333333334,5.5,7.0,25.612392
2,91,Yes,7,7,1,45.5,3.5,0.2857142857142857,7.690286020676767,1.0,0.02197802197802198,10.11111111111111,8.5,4.666666666666667,53.799034
7,49,No,9,1,0,7.0,0.14285714285714285,0.7777777777777778,18.71497387511852,7.0,0.14285714285714285,6.125,8.0,1.125,59.91151
7,64,Yes,6,7,1,9.142857142857142,1.0,1.1666666666666667,12.476649250079014,3.5,0.109375,4.571428571428571,13.5,1.5,62.592754
3,89,Yes,9,2,1,29.666666666666668,0.6666666666666666,0.3333333333333333,12.476649250079015,1.5,0.033707865168539325,17.8,4.5,4.5,51.476444
8,81,No,5,2,0,10.125,0.25,1.6,10.986122886681098,8.0,0.09876543209876543,8.1,10.0,0.5555555555555556,60.14166
7,65,No,5,9,0,9.285714285714286,1.2857142857142858,1.4,10.39720770839918,7.0,0.1076923076923077,4.0625,16.0,0.625,59.740795
6,75,No,7,7,0,12.5,1.1666666666666667,0.8571428571428571,13.621371043387192,6.0,0.08,5.769230769230769,13.0,1.0,59.64091
5,55,Yes,6,8,1,11.0,1.6,0.8333333333333334,10.75055681536833,2.5,0.09090909090909091,4.230769230769231,12.5,2.0,54.764095
7,87,No,8,6,0,12.428571428571429,0.8571428571428571,0.875,16.635532333438686,7.0,0.08045977011494253,6.6923076923076925,13.0,1.0,68.04575
5,99,No,6,3,0,19.8,0.6,0.8333333333333334,10.75055681536833,5.0,0.050505050505050504,12.375,8.0,1.0,55.226772
1,46,No,6,6,0,46.0,6.0,0.16666666666666666,4.1588830833596715,1.0,0.021739130434782608,6.571428571428571,7.0,3.0,26.945732
5,90,No,8,2,0,18.0,0.4,0.625,14.33407575382444,5.0,0.05555555555555555,12.857142857142858,7.0,1.3333333333333333,56.927647
4,40,Yes,8,4,1,10.0,1.0,0.5,12.875503299472802,2.0,0.1,5.0,7.5,3.2,43.09897
4,74,No,7,3,0,18.5,0.75,0.5714285714285714,11.266065387038703,4.0,0.05405405405405406,10.571428571428571,7.0,1.4,48.094154
8,62,No,9,9,0,7.75,1.125,0.8888888888888888,19.775021196025975,8.0,0.12903225806451613,3.6470588235294117,17.0,1.0,74.91221
1,46,Yes,6,4,1,46.0,4.0,0.16666666666666666,4.1588830833596715,0.5,0.021739130434782608,9.2,4.5,6.0,27.14278
2,91,Yes,8,0,1,45.5,0.0,0.25,8.788898309344876,1.0,0.02197802197802198,45.5,1.5,5.333333333333333,53.86951
8,75,Yes,7,4,1,9.375,0.5,1.1428571428571428,15.380572041353537,4.0,0.10666666666666667,6.25,11.5,1.5555555555555556,65.31681
2,59,No,5,6,0,29.5,3.0,0.4,5.493061443340547,2.0,0.03389830508474576,7.375,8.0,1.6666666666666667,35.2244
9,63,Yes,8,1,1,7.0,0.1111111111111111,1.125,18.420680743952367,4.5,0.14285714285714285,6.3,9.5,1.6,64.75417
5,88,No,7,3,0,17.6,0.6,0.7142857142857143,12.542316284596385,5.0,0.056818181818181816,11.0,8.0,1.1666666666666667,54.978645
6,78,Yes,5,1,1,13.0,0.16666666666666666,1.2,9.729550745276565,3.0,0.07692307692307693,11.142857142857142,6.5,1.4285714285714286,56.40495
2,77,No,7,9,0,38.5,4.5,0.2857142857142857,7.690286020676767,2.0,0.025974025974025976,7.0,11.0,2.3333333333333335,45.13902
5,76,Yes,6,5,1,15.2,1.0,0.8333333333333334,10.75055681536833,2.5,0.06578947368421052,7.6,9.5,2.0,57.345486
5,51,Yes,7,1,1,10.2,0.2,0.7142857142857143,12.542316284596385,2.5,0.09803921568627451,8.5,5.5,2.3333333333333335,49.235264
9,56,No,4,4,0,6.222222222222222,0.4444444444444444,2.25,9.210340371976184,9.0,0.16071428571428573,4.3076923076923075,13.0,0.4,60.96361
5,46,No,4,6,0,9.2,1.2,1.25,7.16703787691222,5.0,0.10869565217391304,4.181818181818182,11.0,0.6666666666666666,41.111652
2,77,Yes,6,9,1,38.5,4.5,0.3333333333333333,6.591673732008657,1.0,0.025974025974025976,7.0,10.5,4.0,48.29621
6,42,No,6,8,0,7.0,1.3333333333333333,1.0,11.675460894331879,6.0,0.14285714285714285,3.0,14.0,0.8571428571428571,51.951874
5,70,Yes,9,0,1,14.0,0.0,0.5555555555555556,16.125835223052494,2.5,0.07142857142857142,14.0,4.5,3.0,53.279343
4,82,Yes,7,4,1,20.5,1.0,0.5714285714285714,11.266065387038703,2.0,0.04878048780487805,10.25,7.5,2.8,55.21358
6,68,No,6,3,0,11.333333333333334,0.5,1.0,11.675460894331879,6.0,0.08823529411764706,7.555555555555555,9.0,0.8571428571428571,52.63273
6,93,No,6,2,0,15.5,0.3333333333333333,1.0,11.675460894331879,6.0,0.06451612903225806,11.625,8.0,0.8571428571428571,56.44472
5,81,Yes,4,0,1,16.2,0.0,1.25,7.16703787691222,2.5,0.06172839506172839,16.2,4.5,1.3333333333333333,54.454144
4,78,No,9,6,0,19.5,1.5,0.4444444444444444,14.484941211906902,4.0,0.05128205128205128,7.8,10.0,1.8,54.554913
3,93,No,8,4,0,31.0,1.3333333333333333,0.375,11.090354888959125,3.0,0.03225806451612903,13.285714285714286,7.0,2.0,54.181904
4,92,No,4,5,0,23.0,1.25,1.0,6.437751649736401,4.0,0.043478260869565216,10.222222222222221,9.0,0.8,48.360104
8,76,Yes,5,4,1,9.5,0.5,1.6,10.986122886681098,4.0,0.10526315789473684,6.333333333333333,11.5,1.1111111111111112,62.816303
7,91,No,9,9,0,13.0,1.2857142857142858,0.7777777777777778,18.71497387511852,7.0,0.07692307692307693,5.6875,16.0,1.125,73.972496
2,74,No,5,2,0,37.0,1.0,0.4,5.493061443340547,2.0,0.02702702702702703,18.5,4.0,1.6666666666666667,45.470417
5,48,No,5,5,0,9.6,1.0,1.0,8.958797346140274,5.0,0.10416666666666667,4.8,10.0,0.8333333333333334,43.06066
3,58,No,7,0,0,19.333333333333332,0.0,0.42857142857142855,9.704060527839234,3.0,0.05172413793103448,19.333333333333332,3.0,1.75,39.01183
8,75,No,9,8,0,9.375,1.0,0.8888888888888888,19.775021196025975,8.0,0.10666666666666667,4.6875,16.0,1.0,75.7303
1,46,No,9,8,0,46.0,8.0,0.1111111111111111,6.238324625039508,1.0,0.021739130434782608,5.111111111111111,9.0,4.5,18.914623
8,99,Yes,8,9,1,12.375,1.125,1.0,17.577796618689757,4.0,0.08080808080808081,5.823529411764706,16.5,1.7777777777777777,74.93822
7,51,Yes,4,8,1,7.285714285714286,1.1428571428571428,1.75,8.317766166719343,3.5,0.13725490196078433,3.4,14.5,1.0,59.319996
6,58,Yes,4,2,1,9.666666666666666,0.3333333333333333,1.5,7.783640596221253,3.0,0.10344827586206896,7.25,7.5,1.1428571428571428,52.79842
7,41,Yes,6,6,1,5.857142857142857,0.8571428571428571,1.1666666666666667,12.476649250079014,3.5,0.17073170731707318,3.1538461538461537,12.5,1.5,58.010616
7,69,Yes,6,9,1,9.857142857142858,1.2857142857142858,1.1666666666666667,12.476649250079014,3.5,0.10144927536231885,4.3125,15.5,1.5,65.23281
1,81,No,4,6,0,81.0,6.0,0.25,2.772588722239781,1.0,0.012345679012345678,11.571428571428571,7.0,2.0,68.05089
8,44,No,8,0,0,5.5,0.0,1.0,17.577796618689757,8.0,0.18181818181818182,5.5,8.0,0.8888888888888888,60.860172
2,60,No,8,9,0,30.0,4.5,0.25,8.788898309344876,2.0,0.03333333333333333,5.454545454545454,11.0,2.6666666666666665,36.325226
8,59,Yes,7,9,1,7.375,1.125,1.1428571428571428,15.380572041353537,4.0,0.13559322033898305,3.4705882352941178,16.5,1.5555555555555556,68.04888
7,47,No,5,5,0,6.714285714285714,0.7142857142857143,1.4,10.39720770839918,7.0,0.14893617021276595,3.9166666666666665,12.0,0.625,53.187668
8,51,No,8,4,0,6.375,0.5,1.0,17.577796618689757,8.0,0.1568627450980392,4.25,12.0,0.8888888888888888,65.802704
1,60,Yes,4,3,1,60.0,3.0,0.25,2.772588722239781,0.5,0.016666666666666666,15.0,3.5,4.0,58.966213
4,69,Yes,7,6,1,17.25,1.5,0.5714285714285714,11.266065387038703,2.0,0.057971014492753624,6.9,9.5,2.8,52.600758
6,66,Yes,8,8,1,11.0,1.3333333333333333,0.75,15.567281192442506,3.0,0.09090909090909091,4.714285714285714,13.5,2.2857142857142856,62.149837
2,65,Yes,9,1,1,32.5,0.5,0.2222222222222222,9.887510598012986,1.0,0.03076923076923077,21.666666666666668,2.5,6.0,35.675694
7,65,Yes,9,6,1,9.285714285714286,0.8571428571428571,0.7777777777777778,18.71497387511852,3.5,0.1076923076923077,5.0,12.5,2.25,65.019104
3,75,Yes,9,3,1,25.0,1.0,0.3333333333333333,12.476649250079015,1.5,0.04,12.5,5.5,4.5,46.456425
2,79,No,6,3,0,39.5,1.5,0.3333333333333333,6.591673732008657,2.0,0.02531645569620253,15.8,5.0,2.0,48.436436
2,98,Yes,6,3,1,49.0,1.5,0.3333333333333333,6.591673732008657,1.0,0.02040816326530612,19.6,4.5,4.0,62.829815
7,89,No,5,1,0,12.714285714285714,0.14285714285714285,1.4,10.39720770839918,7.0,0.07865168539325842,11.125,8.0,0.625,56.182148
1,50,Yes,7,6,1,50.0,6.0,0.14285714285714285,4.852030263919617,0.5,0.02,7.142857142857143,6.5,7.0,19.84451
9,41,Yes,8,1,1,4.555555555555555,0.1111111111111111,1.125,18.420680743952367,4.5,0.21951219512195122,4.1,9.5,1.6,62.031353
8,40,Yes,6,7,1,5.0,0.875,1.3333333333333333,13.183347464017316,4.0,0.2,2.6666666666666665,14.5,1.3333333333333333,62.099606
9,83,No,9,7,0,9.222222222222221,0.7777777777777778,1.0,20.723265836946414,9.0,0.10843373493975904,5.1875,16.0,0.9,80.88002
4,93,Yes,4,0,1,23.25,0.0,1.0,6.437751649736401,2.0,0.043010752688172046,23.25,3.5,1.6,57.518475
2,69,No,8,0,0,34.5,0.0,0.25,8.788898309344876,2.0,0.028985507246376812,34.5,2.0,2.6666666666666665,45.5944
2,74,No,5,1,0,37.0,0.5,0.4,5.493061443340547,2.0,0.02702702702702703,24.666666666666668,3.0,1.6666666666666667,45.943386
5,97,Yes,7,3,1,19.4,0.6,0.7142857142857143,12.542316284596385,2.5,0.05154639175257732,12.125,7.5,2.3333333333333335,60.881
5,45,No,5,6,0,9.0,1.2,1.0,8.958797346140274,5.0,0.1111111111111111,4.090909090909091,11.0,0.8333333333333334,43.09131
9,82,No,7,3,0,9.11111111111111,0.3333333333333333,1.2857142857142858,16.11809565095832,9.0,0.10975609756097561,6.833333333333333,12.0,0.7,71.196915
9,43,Yes,8,8,1,4.777777777777778,0.8888888888888888,1.125,18.420680743952367,4.5,0.20930232558139536,2.5294117647058822,16.5,1.6,69.60244
8,84,No,5,8,0,10.5,1.0,1.6,10.986122886681098,8.0,0.09523809523809523,5.25,16.0,0.5555555555555556,66.51119
4,49,Yes,7,0,1,12.25,0.0,0.5714285714285714,11.266065387038703,2.0,0.08163265306122448,12.25,3.5,2.8,44.009373
3,84,Yes,4,6,1,28.0,2.0,0.75,5.545177444479562,1.5,0.03571428571428571,9.333333333333334,8.5,2.0,57.625774
6,85,No,4,3,0,14.166666666666666,0.5,1.5,7.783640596221253,6.0,0.07058823529411765,9.444444444444445,9.0,0.5714285714285714,51.005035
6,60,Yes,6,8,1,10.0,1.3333333333333333,1.0,11.675460894331879,3.0,0.1,4.285714285714286,13.5,1.7142857142857142,59.590427
